-0.002583684,11.9640457
0.006706128,12.25336708
0.030823208,12.36184071
0.058011029,12.6583353
0.084962187,13.05366141
0.111466059,13.47791382
0.13795654,13.98894514
0.164427676,14.62532376
0.190927084,15.07850247
0.217494939,15.08814457
0.244064282,15.08814457
0.270633625,15.08814457
0.297202968,15.08814457
0.323772312,15.08814457
0.350341655,15.08814457
0.376910998,15.08814457
0.403480341,15.08814457
0.430049684,15.08814457
0.456619027,15.08814457
0.485407504,15.05560248
0.509760689,15.06886037
0.536352352,14.92422887
0.565167426,14.71933424
0.58959222,14.26856605
0.616201739,14.00822934
0.642812745,13.73825053
0.669431192,13.42006122
0.696054102,13.07294561
0.722684452,12.6776195
0.749326706,12.20515658
0.775979376,11.66519896
0.802620142,11.20237815
0.829205853,11.09631505
0.855775196,11.09631505
0.882349003,11.06738874
0.902304282,10.88418884
0.916991819,9.992156817
0.926430364,9.499583235
0.927790377,8.338674358
0.935303477,7.478599011
0.941357764,6.5066753
0.947339437,6.005286084
0.957586619,5.060483871
0.9675566,4.125076525
0.974326158,3.300676948
0.985989975,2.325860607
0.993214408,1.423360019
0.999112159,0.50928891
0.999017521,0.288724404
